"Racism0207","Honestly that’s why I have this strong dislike towards white girls who cape so hard for black lives cause they just do it to seem like they care and to be trendy shitting on their own white men to seem like more of an ally to blacks https://t.co/qkGvbkbixm",,,,
"Racism0208","@xbababu They took ""Dope"" off Netflix and replaced it with some white bullshit before taking that off too. This was coming. Black people cant have shit.",,,,
"Racism0209","Black people so dope https://t.co/fdg2cNxD8G",,,,
"Racism0210","This is dope bc some people think a Black Man wouldn’t do this https://t.co/V58AkCy26K",,,,
"Racism0211","Black people are so DOPE.",,,,
"Racism0212","Yoooooo
Black people are so freaking Dope
Y’all see moves we make, the record we break, the narratives we create?!??
A’int nobody like us Mayne!! https://t.co/TtPeu5Pr7k",,,,
"Racism0213","Man I hope the black people aren’t the ones getting killed in this movie. Looks dope tho https://t.co/1LZ0u6z0ne",,,,
"Racism0214","I always say I wanna go on a dating show but it only be like 2 Black people ...and nahhhh",,,,
"Racism0215","I love supportive black people. We don't need to be in competition with each other in order to be happy and succeed. And I sure don't need to put another black person down to feel better about myself. Let's be dope together black community ✊🏾",,,,
"Racism0216","My mom THOUGHT it would be dope to be one of the few black people at CHS and now that I think about it as a African American it stunted growth and that’s the tea 🍵",,,,
"Racism0217","@ibelieveyoubut Broncos have 1 more win than us and the Jaguars... lol that’s dope though. Go somewhere they like black people",,,,
"Racism0218","now does this look like a nigga that be around actual black people or do this look like the dork ass nigga that couldn’t even play 21 wit ya https://t.co/dDrYy5KcOd",,,,
"Racism0219","@DanielBurciagaR @ecoastclique I’m Black and it offended me. There is no room for white people with privilege to not have humanity for us PERIOD",,,,
"Racism0220","f*ck u, u freak black people",,,,
"Racism0221","Yt people really want black people to solve their own problems that they created https://t.co/RJ9QQnOJ2t",,,,
"Racism0222","@melihs11 @TubaronAzul @NgoloFC @FabrizioRomano The 4th official said the ""the black guy"". Black people call themselves Niggahz and freak out when some race does. You that is asking, align with your race well. No black man need your sympathy",,,,
"Racism0223","JEWISH MEANS ANY TYPE OF WHITE LETS GATHER AND NEVER BE BLACK - because people hate black people",,,,
"Racism0224","so how many people hate black people now ? lmfao.",,,,
"Racism0225","@HarrisMordechai @not_rie This isn’t in a vacuum I’m not wiping people’s memory. Black People are actively harassed and demeaned with that word. We’re in a world where ppl know what it is. Curbing hate speech isn’t erasing context",,,,
"Racism0226","@fagyuhiko it makes me so sad wth how r people so dumb n cruel like ???? what does it keep happening y do people hate black people ??????",,,,
"Racism0227","roar i hate black people fuck you boy in parking lot!",,,,
"Racism0228","Death penalty serves no purpose whatsoever, it is quite literally a hate crime against black people thats been legalized; it’s just an excuse to take innocent black lives. And with that being said, it needs to be fucking abolished. Not reformed, Abolished.",,,,
"Racism0229","people literally think anti black is a word they can throw around god i hate it here",,,,
"Racism0230","seriously??? i hate black people right now. i really do...smh did i see this???",,,,
"Racism0231","I'll never understand why Black people are scared of and hate Satan..
That poor nigga has never done anything to y'all though🤷🏿‍♀️
So why do y'all hate him?",,,,
"Racism0232","@billcolrus and that is why you hate black people",,,,
"Racism0233","@MrBeastYT @MatPatGT @Quackity @KarlJacobs_ Never gonna happen in India. I am sure of that. U all hate black people, so y dont u hate Indians,  especially majority are black and brownies.",,,,
"Racism0234","yt people shoot up schools and get a warning but black people get falsely accused of murder and the government just kills them i hate it here",,,,
"Racism0235","Telling blacks people to stop jumping street vendors is the dumbest thing you can say most of the people who say that only say that to black people like wtf how white/asian racist most likely hate you just as much get over it and quit being straight up racist",,,,
"Racism0236","taylor swift and george bush hate black people... lol",,,,
"Racism0237","@bladesman82 @johnredwood Also for someone who doesn't hate black people why are you tweeting anti-Woke posts? Do you know what Woke means?",,,,
"Racism0238","i hate how the latinx community is so anti-black.. and then they get all defensive when black people call them out for their bullshit.. like aren’t y’all the ones who constantly say the n word, profit off black culture, and use the word “black” as an insult?",,,,
"Racism0239","@pramkzone @johnredwood Don’t hate foreigners and don’t hate black people l, don’t make it about race James... because it isn’t, really it isn’t!!",,,,
"Racism0240","i hate the world we fucking live in WHY does an innocent person have to keep fucking dying. why?they SAY. it’s the the land of the free. but black people arent free any PERSON OF COLOR ARENT FUCKING FREE.they are dying every fucking day. so many people are doing NOTHING. fuck the",,,,
"Racism0241","@CODEiNEROBiNSON @Maryashleylopez @WeirdHonie Is it black people making the news for parties, nah that’d be white people, oh and for the record, depending on how my husband chooses to identify he’s Caucasian, my bio mom white, my adoptive mom white, my brother 100% Russian white ex fiancé white, but I hate whites right?",,,,
"Racism0242","@farlsbad doesn't really hate black people...just the chinese and most catholics",,,,
"Racism0243","@LittleAzumeow @CutiesNammy @cowhagumi If i a black person said not to say it listen and don’t be ignorant mayo blizzard. The word “caucasian” has been colonized by the whites. “caucasian” doesn’t even mean white people.. unlike “whites”, the word “blacks” involved negative connotations around it. 1/2",,,,
"Racism0244","@CTVNews 2)Worse is American racism in Canada with people of African descent, the most culturally, ethnically divers place on earth after Indigenous people in North/South America, are identify and black and ignorant white people support Black Lives Matter. https://t.co/Y4CzJgfLhG",,,,
"Racism0245","@gemgemini7 black people always find woke ways to express their self hatred. they always talk about these black girls having “eurocentric” features but they can never point out exactly what feature of theirs is eurocentric. and that’s because they believe that their BEAUTY is eurocentric",,,,
"Racism0246","reading about innocent black people getting murdered is heartbreaking, but imagine the pain their families must go through.
don’t be ignorant. this could be you and your family. this could be your friends.
don’t look away!!",,,,
"Racism0247","@SchulteKayley @dixiedamelio If all lives matter why would u have a problem with people saying Black Lives Matter ? As well as please inform yourself because you sound ignorant. Inform yourself on statistics and history. Just inform yourself on the current world.",,,,
"Racism0248","just because you dont see people not speaking up about muslim lives matter doesnt mean there's no people doing it. There are also black muslims too so the least you can do is to help spread awareness for black people, dont be ignorant. https://t.co/ohyK4LoDIC",,,,
"Racism0249","@erikjhortiz dude you are sick. The reason more blacks for whites because of black and white genocide in the mass killing of white by racist blacks. You ignorant  you don't know facts and you can't stop his execution you are a racist against white people support white genocide",,,,
"Racism0250","@rat_liker prob got told not to say ""the blacks"" at some point and jumps to ""can't say black people""",,,,
"Racism0251","@rat_liker @SomedaySoon12 @AlexLawsonOFD Oh, how desperate as that? Is that the best you've got, little thing? 😂🤣🤣🤣
Go ask black people if they want YOU speaking for them, LOL...",,,,
"Racism0252","STOP FUCKING USING  BLACK PEOPLE FOR YOUR SHITTY EDGY JOKES U SICK RAT! BLACK PEOPLE ARE DYING EVERY FUCKING DAY AND YOU THOUGHT IT WAS FUNNY TO JOKE ABOUT IT AND COMPARE HIM TO YOUR WHITE FAV. GROW UP U SICK PIECE OF SHIT! https://t.co/2PF0Mrpb1R",,,,
"Racism0253","idgaf about a millionaires feelings when black people are being murdered.",,,,
"Racism0254","@oiimatee @AOC Black people being able to afford basic living and doing what they want will always bother the white male scum.",,,,
"Racism0255","@TIME May I ask why?
What have they achieved except promoting terrorist organisations and hating on black people? They're scum",,,,
"Racism0256","@meekonline America is the scum of the Earth for always failing black people I'm ashamed of being American",,,,
"Racism0257","@OlgaNYC1211 @EliseStefanik @RepLeeZeldin Make them pay.  Remove them from elected office.  They are scum.  This is the trash Black people been fighting all our lives.  They're emboldened by trump to come forward.  This is the America we have always known.",,,,
"Racism0258","@beau_nixon123 @SmdSzn But it is about race. White people get executed because they’re scum (only after evidence proves) when black people don’t have that luxury. Take it a step further and see how many times white people are allowed back into society before the death penalty is introduced.",,,,
"Racism0259","apart of this country not like I’m the scum of the earth and shouldn’t have rights or thoughts or a chance to be treated as an equal. I just don’t understand! Will black people ever be taken seriously and matter in this world? I really do hope so because what’s happening right",,,,
"Racism0260","@h00chiemamma THE BAR IS IN FUCKING HELL. Like holy shit you think black people aren’t scum???? Okay????, bare minimum. And they clap them fentanyl ferrets UO",,,,
"Racism0261","@valtonn05 @MMFlint Y’all act like he just killed some random black guy. This guy was a murdering scum bag. Jesus people.",,,,
"Racism0262","I didn’t expect much from a system that is designed to fail black people. I didn’t expect much from a system where a sicko can touch kids and only gets a couple years (if that), probation and put on a list.",,,,
"Racism0263","@LadyThotiana So to be clear, you think it’s okay to brutally slaughter people and burn them alive? As long as the murderer is black? If a white guy committed this exact same disgusting brutal crime, I would be the first to support his ex*cution. It’s not about race, it’s about criminal scum.",,,,
"Racism0264","the alm movement was created by white people who were mad about blm because they don't care about black people's lives or any poc for that matter. really alm is just a coverup for what they really think, which is wlm. fuck you and your white supremacy. literally scum of the earth",,,,
"Racism0265","The system from its roots hates Black lives. Fuck this system and weirdo ass people supporting a system that seeks to murder. https://t.co/BMIz6mBKLU",,,,
"Racism0266","@reflectfootball @cyupa89 @officialbarnesy Actually we have zero history of racism towards black people..",,,,
"Racism0267","@Kenny_Sowellfan @realDonaldTrump Or when people kneel on the throat off a black man until he suffocates. There was zero life support about the protests on that murder.",,,,
"Racism0268","girl same 😩 chinese people are soooo annoying...",,,,
"Racism0269","Why is it that every time anything says asian it’s mostly just Korean,Chinese or Japanese? Do people just forget South Asia exists? So annoying",,,,
"Racism0270","If this annoying chinese bitch could just shut up... 🤦‍♂️🤦‍♂️",,,,
"Racism0271","@ImMatthew_Davis not u calling corona virus the ""chinese virus"" shame on u xenophobic asshole",,,,
"Racism0272","@robindbrant So you are the twisted British bastard who manipulate the poor girl to say that Chinese should say sorry to the world because COVID-19 ""was from China""?",,,,
"Racism0273","@jimmyL24182969 @NothingSB4 @NikkeiAsia China has two paper carriers, asshole.",,,,
"Racism0274","lets fight against this bastard chinese virus.",,,,
"Racism0275","@GovTimWalz Were you raised an anti-american communist bástard or did you convert later in life, perhaps during your field trip to china?",,,,
"Racism0276","@stormypatriot21 @AwakenedOutlaw @17_knowingly China is asshole to a new meaning #beijingbiden",,,,
"Racism0277","@RepSwalwell @JasonMillerinDC Speaking of deadbeat dads...I’m sure your children will be really proud of you Eric when they find out you had an affair with a Chinese spy while being married to their mother.",,,,
"Racism0278","@ThorntonGill @witchywoman89 @P_harrell89 @UROCKlive1 @brhodes CHINA 🇨🇳 IDIOT. That’s why we are fighting them and the NWO. Bugger off!!",,,,
"Racism0279","Another bugger issue-racism against asians is so normalized and engrained into our society its j sad. The amt of times I've been made fun of for my eyes, called lingling, chink, 'ching chong' , told to ""go back to my fishing village"" is insane. Y'all made me hate my own culture.",,,,
"Racism0280","Thats why I dislike Chinese people...",,,,
"Racism0281","@robindbrant @WHO It is people like you in the media that caused the people of the western countries to be ignorant. They are blinded by thier own media.
You can hate and dislike China but at least stay with the facts.",,,,
"Racism0282","@levparnas @RudyGiuliani @DevinNunes @SenRonJohnson @LindseyGrahamSC @realDonaldTrump Russians, Chinese and some others don’t discriminate. They target both parties. They target anyone potentially useful. They also target people who are not particularly useful right now but might be useful in the future so it does not matter to them which party has more power now.",,,,
"Racism0283","@redandblonde420 I’m in a really weird spot, I’m Chinese-American. I’m literally the two things they hate the most. Luckily I’m used to discrimination, so there’s that.",,,,
"Racism0284","@RealJamesWoods We say Screw China, this dweeb takes it literally.",,,,
"Racism0285","yea i ain't wanna be racist so i waited for them to say it lol but i'm sitting here like... are you not chinese? why you even questioning it? its her birthright? plus it's dope to be multilingual? and she WANTS to LEARN you should never get in the way of that https://t.co/sImjvw14V8",,,,
"Racism0286","Dominican, Chinese, African American. All a bunch of freaks.",,,,
"Racism0287","I. HATE. CHINA. SUBJECT.",,,,
"Racism0288","@PDChinaLife i hate china!",,,,
"Racism0289","I can't stress this enough! STAY OUT OF CHINA!!! They hate us there! https://t.co/N8Ji4iy35A",,,,
"Racism0290","I hate these Chinese venders😭😭 https://t.co/ecgQYVBgpk",,,,
"Racism0291","@LLinWood Of course I pick USA. I hate Communism. I’m from China by the way.",,,,
"Racism0292","I HATE VENDORS AND THE FACT THAT THEYRE WAY IN CHINA LMAO I WANNA FIGHT HIM https://t.co/qayviTrWN9",,,,
"Racism0293","@ChazTrucker40 @nytimes NO we dont hate China.
We hate America .",,,,
"Racism0294","@ms_tourist Chinese hate African people and this Brics nonsense is founded on Chinese dominance.",,,,
"Racism0295","@1HailTheQueen1 stupid twitter didn't sent me a notification for this banger anti chinese tweet i hate this app",,,,
"Racism0296","@realDonaldTrump You had better prohibit all Chinese to come into USA  to stop contagious resources from CCP corona virus to attack America once again. And all Chinese will hate Satan Si, not you, dear best president.",,,,
"Racism0297","@RegalMill388 @MeddlinMegs @lawren_zi @Petalmeat299 @shoe0nhead @KneelBeforeKyle take a look at what Japan, South Korea, Vietnam, Australia, and New Zealand were all able to accomplish... Even China as a matter of fact. It's remarkable how blissfully ignorant Americans are.",,,,
"Racism0298","@chen20701535 @globaltimesnews They are paid Indian parasites trolls hired by Indian Hindu nationalist groups to spread lies and hatred against China so that their gullible citizen won't question the incompetent government of India. #indianparasite",,,,
"Racism0299","@brightislandusa @CodeMonkeyZ Georgia has a VERY large Asian population why would they not have a page in Chinese? You will probably find one in Korean also. I guess being ignorant of the goings on in other areas of the country must be your forte.",,,,
"Racism0300","@Dihorse37 @jaiswal55555 @dllmch88 @globaltimesnews @UN @UNNTV1 @UNHumanRights People like Jaiswal is an Indian parasite who uses Chinese products like the phone he is using to tweet anti-China propaganda and then acts as nationalist by spreading lies and hatred.",,,,
"Racism0301","@silver_kook @shraddhapjm he did nothing wrong because negative appropriation occurs only if the representatives of the dominant culture borrow some elements from the oppressed one. when did chinese become the dominant culture??",,,,
"Racism0302","why chinese are all f*cking kooks? jesus they freak me out.",,,,
"Racism0303","better be racist than you. you chinese nut. 🙄🙄🙄",,,,
"Racism0304","@catturd2 Chinese think his pants smell like old bat soup❗️""@LiangJi12 @UniteAustralis @smh @ErykBagshaw Hardly the murder of Afghans was ""Australia""... They are being tried in court for murder...
China CCP on the other hand have killed 10's of millions. Scum of earth.",,,,
"Racism0305","@Reuters https://t.co/VfJ3UQleD4
soon china be running America 🇺🇸 if you don’t stop the scum",,,,
"Racism0306","Scum communist Chinese https://t.co/iQ4peg9aMt",,,,
"Racism0307","@realDonaldTrump Mister President @realDonaldTrump, when are you going to do something about it than?
You cannot hold everyone down much longer. Some are really pissed of.
Our lives has been destroyed by chinese loving scum! So tell me how are you going stop everyone from killing each other?",,,,
"Racism0308","@kobebulikk No it wasn’t. They weren’t Japanese nationals. They were AMERICAN CITIZENS. FDR threw Chinese and Koreans in the internment camps too.
FDR was human scum.",,,,
"Racism0309","@JoeBiden More like China and illegal immigrant scum",,,,
"Racism0310","@LaraCrabb China is just a tool, it's the ""mechanics"" we need rounded up.",,,,
"Racism0311","@kevin_cogley @NickAdamsinUSA Yea he actually thought we could stand up to china and globalists.  What a tool.",,,,
"Racism0312","@JoeBiden The science of being a Chinese tool.
True😥",,,,
"Racism0313","@erodahoney132 OMG THAT LITTLE SHIT HES SO ANNOYING HE CALLED ME RACIST TO WHITE PEOPLE AFTER I TRIED EXPLAINING TO HIM WHY CRACKERS NOT A SLUR",,,,
"Racism0314","And yet they still manage to interact and be their annoying cracker selves....",,,,
"Racism0315","What is the plot of AOT other than annoying crackers get eaten by giants 3 seasons straight",,,,
"Racism0316","just saying, you can't be racist to white people, they were never oppressed or discriminated for the colour of their skin. fuck white people. fuck crackers. they're so annoying.",,,,
"Racism0317","@SKELET4LF4IRY then crackers are mad annoying",,,,
"Racism0318","tired of these crackers yall are annoying as hell https://t.co/UFsN5GhFW3",,,,
"Racism0319","@eddwall @Botanygeek @guardian My garden is racist asf.  The bastard dandelions just called me a cracker and the succulents and and the ferns are dropping n words and throwing shite at each other.",,,,
"Racism0320","@YeenItBefore he kept tasing my friend and AAing and acting like a complete asshole so i said 1312 and he tased me then i called him a cracker",,,,
"Racism0321","@PaulHan12455719 😳😄,I'm not a massive fan of brewdog but there are about 4 or 5 that are crackers and this sneaky bastard is one🙂",,,,
"Racism0322","@iamdavidbeckett @davidallengreen DAG never fails to demystify the complex or debunk the idiotic.  Another cracker 👏👏",,,,
"Racism0323","deadbeat dad in court for not paying child support: it's 2020. my vice president is going to be a black desi woman. my daughter does NOT need a man to take care of her",,,,
"Racism0324","Does he honestly think he won states because he was in the lead temporarily? Or is he trying to suck every dollar out of his dumbass cracker base while he can? Moron or dickhead, you decide!",,,,
"Racism0325","@Pickinmyfro @jay2josh @sofi_flrs @Dannysternberg @nnicolesade Cracker is now a name that black people use to discriminate against white people. Dose it matter who invented a word ??? Like come on 😂 it matters how its used now. And black people use in the same way white people use the N word. But you'll don't want to talk about that",,,,
"Racism0326","@TheLegoMoses Ngl I dislike being called cracker but I understand its legit the least important thing",,,,
"Racism0327","@Once_Thanos @MollyCrackhead @4emielreeegis @TrendingFights Ur comparing a word that isn’t racist to the nword that was used with with hundreds of years of discrimination around black racial background.cracker has no racist or oppressive background so it’s not racist and u can’t even be racist to white ppl",,,,
"Racism0328","@PrajnaPratyusha @Cupcakes4Everrr @xuxidimples arab or desi woman wore a hajab they would be treated differently. The white woman is not supposed to wear a hajab as she did not face the discrimination during 9/11. Poc muslims were constantly attacked.
So am I getting offended for no reason?",,,,
"Racism0329","None of you crackers understand the importance of Dominick the Italian Christmas Donkey!",,,,
"Racism0330","@Awick253 @ihatejannies @Karti2x @TheHentaiGuy420 @BroBrehBruh @TristanGHill plus cracker means multiple things💀 the n word is literally ONLY to discriminate",,,,
"Racism0331","@AnonNewsUS @F0URINHER white people have been oppressing black people for YEARS but ur saying calling a white person a cracker is racist and discrimination?💀💀",,,,
"Racism0332","You got dope boys, card crackers, car jackers and then you got these niggas 😩🤦🏾‍♀️🤣 https://t.co/0Zg9npduQQ",,,,
"Racism0333","That nigga Timbaland said ""Ritz is the crackers that I eat."" on a dope ass beat. Smh",,,,
"Racism0334","nigga freshman yr of hs was dope until i let a cracker enslave me 😒😂, it’s good though.",,,,
"Racism0335","But if some “cracker” says the N word y’all gonna freak the fuck out an call them racist... 🧐 make this shit make sense please https://t.co/vw1QUBZsKt",,,,
"Racism0336","@angeIscircIe @smvthervvns @FALLlNGCHERRY You just called me a cracker LMFAO How am I the freak?",,,,
"Racism0337","fuck desi mums i hate them i rlly do",,,,
"Racism0338","i never had a reason to dislike addison rae but now i know why i hate her so much and pray on her downfall .. it’s cause she’s a cracker",,,,
"Racism0339","@chrollosbunny someone white dmed me saying thats its racist for saying cracker and bully white people especially if youre white (cause they said its racist to hate ur own “kind”) ... IM NOT WHITE 😥😥😥😥😥",,,,
"Racism0340","When this nigga come home he finna hate my tortilla chips and Ritz crackers eating ass😩ion eat nothing else 😂",,,,
"Racism0341","@EUPHR1CC so ur choosing to be ignorant? kian literally said the n word and ur telling me to stan some cracker?  https://t.co/AGrBO9MFWf",,,,
"Racism0342","What the fuck is wrong with these crackers?!?! @realDonaldTrump you've caused this shit with your misogyny, racist, raping hatred. https://t.co/OV7P8cq3rz",,,,
"Racism0343","Ignorant crackers hold more influence in US politics than I care for.",,,,
"Racism0344","That's how crackers pronounce the name of the state.
Clearly, they expect to Louse the motion. https://t.co/aNaI8Q7aAq",,,,
"Racism0345","@folkrarez wait lemme censor im not tryna get sussed,, CRACKER! SNOW RAT! UGLY L1TTLE WH1TE B1TCH",,,,
"Racism0346","If you don't shut up there eerh... stupid desi rat!",,,,
"Racism0347","Honest to God fuck british people you talk shit on their wack ass food and their only counter is making fun of cheese whiz but like who gives a fuck that's cheese to put on crackers not a fucking dish fucking nasty rat people with beans on toast",,,,
"Racism0348","@chengcheng54321 I don't get the 'white pig' thing...
It's like a black person calling me 'cracker'.
Like... okay?
Someone mentions Nanking and you keep responding
😂
😂
😂
😂
Get a grip and learn to cope, my man.",,,,
"Racism0349","Y IS A CRACKER SPEAKING ON CA😭😭😭u tryna act like the fuckin white savior or sum telling black people how we should handle our own CA ur overstepping ranch rat https://t.co/oiE8XfzmZS",,,,
"Racism0350","Ron Deathsantis is just another cowardly white pig cracker https://t.co/93TsEuf95D",,,,
"Racism0351","@godlyvmk @CruelPapi Bruh they’re a desi man the scum there is on earth they don’t care about this stuff as long as it’s cool. It’s like talking to a donkey",,,,
"Racism0352","i’m usually the last person on earth to defend desi men but if a guy is being scum why highlight his ethnicity when you wouldn’t if he was white",,,,
"Racism0353","@lucbellemare4 i hate you so much you cracker, straggot  SICKO https://t.co/8yDn2eayQu",,,,
"Racism0354","anyways i love bullying crackers 😁😁😁 esp if theyre a tr/scum /hj",,,,
"Racism0355","you’re describing desi men not muslims lmao leave islam out of it — i’m actually not but desi men are scum too!  https://t.co/EHQNyLhp2g",,,,
"Racism0356","@NounouMamy007 @vsxprincessz @worshipaIex @fetishgio not a cracker tryna tell me how to feel ab racism lmfao, stay in your place and outta my mentions weirdo https://t.co/zQLg8inXtC",,,,
"Racism0357","desi twit slowly blocking me ...... https://t.co/ccdZnDr1ID",,,,
"Racism0358","@RealScottNash @JamieWalton I never said you were stupid (😉), agree on the cracker front (😜), but definitely a weirdo (🤪) ... and wouldn’t want it any other way!!",,,,
"Racism0359","i dont know whats going on on army twit but fuck armys who defended the article instead of j/k he was left out and y’all are just ok with that????? and defending some cracker interviewer instead of someone you “stan”",,,,
"Racism0360","and i dont think cracker is a slur white boy 😹 come up with something new.. why won’t you address he fact that you thought you’re a poc when you’re jewish?? embarrassing really.. stay in your lane and leave my friend alone weirdo",,,,
"Racism0361","I met Desi Banks working in finish line downtown Indy , and that negro is a weirdo lol",,,,
"Racism0362","desi is literally such a weirdo 😂",,,,
"Racism0363","a desi accusing a black woman of blackfishing and setting her up to be attacked... you’re a weirdo https://t.co/6aNbILFj1x",,,,
"Racism0364","get this weirdo cracker s worded right now I want them GONE""@Mahendra_b6 @DrBrain2020 @antiitcell @ndtv Sir! We are not against Hindu religion by any means. We respect it as much as we respect our religion. But though we are calling those the andbhakts who are  praising Modi in every field as if he is some sort of a Gyani Baba😤",,,,
"Racism0365"," it's annoying. And I don't support congress either.""@Sorb81294114 @llcn1949 @Reuters Buzz off white wussy. Reply if ur gay and a Honky Bastard",,,,
"Racism0366","There’s some hillbilly bastard up a few hundred smackeroos and a nice brown wallet that’s very lucky the cameras at our local speakeasy don’t work.",,,,
"Racism0367","The arrogance of Indian Hindu liberal twats, because they are of of course just as fucking stupid as their asshole, right wing brethren,
to claim India will be Hindu Saudi Arabia.
NO, it will be a gajab shittier, third world, broke-ass version of Saudi Arabia.",,,,
"Racism0368","@author_krish @brakoo @ExSecular This is how much a comman hindu is slave minded .
That guy just spoke some thing about chanakya not mentioning sanatan dharma and this asshole hindus run to like and wow wow",,,,
"Racism0369","@chandruthinks Who are you mate to speak for all us Hindus? Bugger off. Thanks to you guys, I will now keep swastika, a sacred Hindu symbol, in my display name",,,,
"Racism0370","@ProfMKay @GeetaRaavi @Subhash09992826 @MonicaK251193 The moment one says they are a Gandhian I never trust them. That old bugger created a perverse image of what it means to be a Hindu and stuck generations with it. The whole concept of suffering being noble, ahimsa in the face of violence etc etc",,,,
"Racism0371","@Meowchick So u r telling me for a non hindu person should all castes b treated equally while  hindus can discriminate among themselves 🙄  You should be ""Once upon a time India was secular but I dont mind if casteism continues""",,,,
"Racism0372","offcourse there is discrimination but less compared to Hindu society https://t.co/v1AcSP1uJs",,,,
"Racism0373","Someone tell this hillbilly what a burger is. Haha another dude raised outside of nYc",,,,
"Racism0374","i could walk outside and call every white person i see a honky cracker and that still wouldn’t be racism.",,,,
"Racism0375","@30kKozak19 @kanishk94_sh This this
Stop hating just because one isn't hindu for ffs. Like I'm legit fed up with this bs.",,,,
"Racism0376","Your word play is elementary. Lol hillbilly",,,,
"Racism0377","Take your fuckin hick freak cult back into the back water hollar fuckin mutant hills have eyes mongoloids",,,,
"Racism0378","@southfor2nd @Doubletap300blk @4nerdworld @tedcruz I've never hunted because I'm not an immortal redneck hillbilly freak.",,,,
"Racism0379","@itsGaurav__ But I'm muslim &amp; i hate hindu because i want 72 hoor👍🏻",,,,
"Racism0380","@tikli_____ No hindu can hate Muslim In fact to any one .... Hindu not designed to hate ...... But can any Muslim claims like this .....",,,,
"Racism0381","Yes I'm Hindu,but I don't hate Muslim,and other people 🙂",,,,
"Racism0382","@tehseenp @mvadera Amazing ! So much love ! To a Hindu girl ! And you really hate Hindus ! But you all love Hindu girls ! What irony !!!!!",,,,
"Racism0383","@arvins08singh @Tinku98037073 @Soumyadipta @KanganaTeam @iHrithik this feeling of hatred or hate speech is selective. hatred is for hindus, hindu festivals, hindu culture and every other thing related to hindus. to hum hatred ke baare mein shayad discuss mut karein. i am glad that kangana is a strong supporter for hindus.",,,,
"Racism0384","@imMAK02 @Twitter @TwitterSupport @verified You spread hatred and hindu phobia.",,,,
"Racism0385","@netshrink A typical product of education system with marxian fetish and subliminal hindu hatred",,,,
"Racism0386","@tadarahim7 @KeerthyOfficial @anirudhofficial @VelloreIbrahim please file a complaint against him. This man is exceeding his limits. Always spreading hatred towards hindu women.",,,,
"Racism0387","@Pooja_Tripathii Why only inviting people from hindu community, why do you have so much hatred for other religions.... Such a shame.",,,,
"Racism0388","@Dumbheades @Aabhas24 This deforestation not because of Christmas may be its because of some greedy hindu dindu  pig  who want to extend his real estate business",,,,
"Racism0389","yes. he’s a hillbilly redneck pig fucker I’m sure he thought that was a classy family bonding activity https://t.co/7y1wlFdqV5",,,,
"Racism0390","@srivastavadiv @amixam_ @DearthOfSid Pork is what dirty Hindus eat. Pig is an animal which eats its own shit and drinks its own pee, same like nasty hindu fools drinking gaumutra and eating cowdung.",,,,
"Racism0391","@8Y8ZQ @ragusmg2 Don't call him a Hindu he's a secular minority appeasing scum",,,,
"Racism0392","If we had had a commission enquiry into the deshdrohi rss and Hindu Maha Sabha at the time of Independence we would have gotten rid of the scum of India https://t.co/Rpbl5rANM6",,,,
"Racism0393","@vivekagnihotri I really appreciate your sacking of that Hindu hating scum-Yograj",,,,
"Racism0394","Was watching the Goocheese irl stream....holy shit I really hate the American right/Proud Boys/Cuckservatives. They literally see anybody with a hoodie and shriek ""iT's anTiFa"". Fucking worthless hillbilly scum think they're alpha males bc they pressed a female IP2 streamer.",,,,
"Racism0395","@toof_dennis Pre independance history they have is actually of hindu civilization , poor people can't even claim it 😂😂",,,,
"Racism0396","@wisejude27 @cyberpyro1 @PleaseJustDoNot @LLinWood @realDonaldTrump A hillbilly? Lmao I live in a large city and an complete opposite of a hillbilly you weirdo",,,,
"Racism0397","@RyanMCheney1 @JB4Pre2020 @cohen2112_ @ThePearl1964 @GayAzzRick @DocQVJ @Septrica @TWIT_ANTHONY @realDonaldTrump whatever you say hillbilly.",,,,
"Racism0398","@donwinslow @Yahoo Well she's beloved by these idiots, right? The queen of the hillbilly teapublicans.",,,,
"Racism0399","@wesrap @realDonaldTrump Who cares what a bunch of yahoo’s in a hick state like texas do.
This is what the gop leaders look like. They don’t grow them like that in New York City. https://t.co/zJm7Zr9jmw",,,,
"Racism0400","@AOC They have no class, zero! Bunch of hillbilly’s!!! Lol",,,,
"Racism0401","@ohjelani You like annoying ass Italian bitches?",,,,
"Racism0402","@veerukoralli @rehankhan657 @RahulGandhi For me your arsehole face and your beloved pappu is a joker for the whole india 😂😂😂",,,,
"Racism0403","italian dudes be mad annoying lmfaooo. mad money in the club just hella annoying",,,,
"Racism0404","@metiscism tbf i am seen as a stereotypical indian (i’m half indian but i identify as bengali) but the micro agressions are so annoying from non-desis",,,,
"Racism0405","@LaraPitt_ @Google Here in NZ it's an Indian scam making out they are from a Telco, trying to hack through the internet - happens twice a day sometimes.... terribly annoying. BTW Merry Christmas from NZ Lara and family",,,,
"Racism0406","@agliooliopedas But what’s up with “no Indian”? What an asshole of a dude. Racist much?",,,,
"Racism0407","Please put that indian bastard behind the Jail 😑",,,,
"Racism0408","@ottthoughts Yes, kinda. Learned about this asshole, because he wanted to exterminate all the “Indians”— including all the peaceful ones in east texas, and that’s why we have Texas rangers and modern day shitty racists in Texas. https://t.co/9h8Pvk9js6",,,,
"Racism0409","@afiercemind So nothing for the indian spicy asshole lovers.... Is it cuz we are brown😜",,,,
"Racism0410","Deport all Indians back to India and make them pay for the trip!",,,,
