"Racism0509","@Majik4264 Being Native American that’s pretty dope",,,,
"Racism0510","What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?",,,,
"Racism0511","@fndannyboy I went to school with those kids that own casa ford. i spent 10 yrs with them. that's how i can hate white ppl and mexicans",,,,
"Racism0512","Ya can't control the sun @FBI @CIA @redoakpd @ArlingtonPD @DallasPD  ya honkeys racists all American hate that I'm mexican and a nobody loser beaner who beat all u elites who run this world because u have money and think ur untitled ya hate that I'm a piece of shit like ya",,,,
"Racism0513","@ovokabongo @meatrocket8008 @thehill Of course not. But that's not what America is ""built on"". Native american tribes had war, genocide, and slavery but we'd never say they're civilizations were built on that.
It's okay to just admit you hate America as much as a confederate. It's already obvious to the rest of us.",,,,
"Racism0514","Mexican Dream: Fuck American Dream, All my Homies Hate American Dream",,,,
"Racism0515","White people love to pretend that they're ""part Native American"" until you tell them that most of the Hispanic people they hate are also ""part Native American"".",,,,
"Racism0516","@AdorablePodcast @JaredPushner @realDonaldTrump I don’t tweet much for the humor. But yes. A racist Hispanic Native American Jew😭u hate to see it don’t you. God I’m so racist that I don’t even eat saltine crackers. Yes yes, very racist.",,,,
"Racism0517","#deepdowninside i hate black people like i'm serious i hate yall white people are so much fun mexicans are so useful and yall not shit!!smh",,,,
"Racism0518","Every white person from Michigan knows that our Detroit negros are the worst in America",,,,
"Racism0519","Humans and negroes use restaurants in entirely different ways.",,,,
"Racism0520","@DrOakley1689 And you forgot to mention also slavery, mistreating the native americans, hatred towards migrants and a whole bunch of other atrocities throughout American history
Educate yourself and stop being so ignorant.",,,,
"Racism0521","Honestly if they ever fired them I'd expect they'd do more damage to themselves since the average negro is so ignorant that lacks the intellect for basic firearms training.",,,,
"Racism0522","@N1ckSandmann Maybe that jerk Native American was right 🤔",,,,
"Racism0523","This ignorant negro makes us ( white people ) look bad.""@Def_Koyshard @Thenewinsanity @MattWalshBlog Calm the fuck down. The native American mascots are a serious issue and needs to be addressed"," but there's no need to be an asshole about it"," no matter how absurd"," wilfully ignorant and cruel the people that defend then are.""",
"Racism0524","@bryanbehar America was born out of the genocide of Native Americans. Racism and hatred of the other is, sadly, thoroughly American. Trump isn't an anomaly.",,,,
"Racism0525","@BryAdee Nah you definitely look black. People saying that just adding to the hatred. Because of their whole “mixed is not black” bullshit. Specifically though you look full Native American and black.",,,,
"Racism0526","@PrimeOaklandSzn @warrenjohnsen24 How can you be so ignorant? A white man making money off a native American's ""likeness"" and a name they repent is okay? totally dude.",,,,
"Racism0527","@AishlingNYC @niffuGcaM @evank1k @jfksafk @gay______rat Mexican food is immigrant food, no? ... All white American people are descended from immigrants, no? ...Enjoy, your corn and tomatoes  Native American style!",,,,
"Racism0528","@niffuGcaM @evank1k @jfksafk @gay______rat Ha, yeah... because all “american” food was designed by native Americans , not ‘immigrants’... 🤣🤣🤣",,,,
"Racism0529","Of course it was a negro who raped her. these f**king pigs!! 🤦🏻‍♂️🤦🏻‍♂️",,,,
"Racism0530","@LeeTggra I couldn't care less about race. Black, White, yellow, Red, We're all shades of Green. I despise SJW's and all identity politics. I wouldn't care if he was an Afrikaans Asian Swahili Native American Jewish Eskimo as long as he had good character, moral, decency but no he's scum!",,,,
"Racism0531","@Swifties4AOC @sarah_in_ny @Tschudi_Davai @matt_mollinedo @PeteButtigieg Lmao, I'm the racist? Your scum queen literally pretended to be Native American and thought it was good idea to do a DNA test to prove it. 😂😂😂",,,,
"Racism0532","@naijambassador ^ She is not a Native Black American. More foreign weirdo shit.",,,,
"Racism0533","These negros really be getting in my nerves.. they so annoying",,,,
"Racism0534","being called “white” or you speak like a white person isn’t as traumatizing as you negros make it seem pleaseee especially at your big age???? it’s annoying yes, but not traumatizing",,,,
"Racism0535","being darkskin and getting compared to any other darkskin has to be the most annoying shit ever. like we don’t even have to look alike to be compared, it’s just that we are both negros😟",,,,
"Racism0536","@JamelTheCreator Bourgeois negros are annoying. These people exist to allow white liberals to pretend they care about black people, they co-opt the struggle of all black folks, Passing careerism as black empowerment in liberal elite circle.",,,,
"Racism0537","You negros are so annoying, didn’t even let me finish 😒",,,,
"Racism0538","Better than negroes are so annoying leave",,,,
"Racism0539","Harriet Tubman woulda popped you ratchet hoes and bastard baby making negroes.",,,,
"Racism0540","@CervantesGalan @fredoalladeen @JeffOnTheRight Just say nig*er. That's just me. I don't call human ppl colors. That's just me. I think ppl like yourself find any and every reason to dislike black ppl and say that they're bad and dangerous. While excusing mostly white ppl of ALL wrongs done.",,,,
"Racism0541","why are black men such coons. This is why I dislike those negros with nappy hair and beards that are struggling to connect 😬 https://t.co/sYY6D6cB0Y",,,,
"Racism0542","""'If an individual wants to discriminate against Negroes or others...he has the right to do so,' Reagan argued on the campaign trail, while decrying racism from the other side of his mouth.""
If he were still alive, he'd be a TERF and TERFs would love him.
https://t.co/CYFEIosyg0",,,,
"Racism0543","@HoovyTube @TimberFinz in russia and eastern europe in general they straight up call black people negros. they obviously dont do it with malicious intent most of the time, but still.
another reason why i have a big dislike towards russia.",,,,
"Racism0544","@EnjoyerSbmm @OnlyDor7123 @GazeWithin Their treatment, yes. Being that some irish people were literally called “inside out negroes” i can assume their discrimination was similar. Do i think that makes them 1:1? Do i think the Irish were chattel slaves? No.",,,,
"Racism0545","It’s dope when used correctly/appropriately but you know niggas are always goin nig. https://t.co/hT6XZbyhdx",,,,
"Racism0546","I’m going to attempt to put this second trip together and watch these negros flake 😒",,,,
"Racism0547","@ITSDJFLOW them negroes was cutting me off i hate it!😂😭😂😂",,,,
"Racism0548","white and miserable and hate to see a young nig thriving.",,,,
"Racism0549","to the negros on tiktok that are translating aave, i hate you😍",,,,
"Racism0550","hate you negros https://t.co/rd3szNXfu9",,,,
"Racism0551","@Bedstuyflyty I hate saying this, but there are so many docile negroes in that area that only care about appearances. They don’t care about the fact that that land is owed to them and can be passed down to their children.",,,,
"Racism0552","Negros HATE to hear the truth... 🙄",,,,
"Racism0553","I don’t date negroes",,,,
"Racism0554","Every race gets to go through their ‘I hate the negroes’ phase, but as soon as we say we don’t like y’all, it’s think pieces after think pieces! 🤣🤣",,,,
"Racism0555","i hate these negroes",,,,
"Racism0556","I hate when black people try to condemn other negros for speaking a certain way
FIRST OF ALL, BITCH ¡ NOBODY WANTED TO TEACH US ENGLISH TO BEGIN WITH",,,,
"Racism0557","I hate corny ass negroes",,,,
"Racism0558","Cde....I hate people who extend my personal business to other negros I didn't share my things with. Information leakers. https://t.co/JdNeK2LBkl",,,,
"Racism0559","y'all forgot he hate negros too or ? https://t.co/IO1bHSpVTl",,,,
"Racism0560","Not tik tok taking down my video for hate speech against negros are they aware I’m a negro🙄",,,,
"Racism0561","this man came to my job and saw me and was like “excuse me, can you help me?” I said “yes of course what do you need?” this man says “I need to get to know you” 😒 I hate y’all  negroes",,,,
"Racism0562","i hate u negroes https://t.co/yrF54CPUS7",,,,
"Racism0563","@cloudypsm @wh3ez3y @kianadryden1 White isnt a race black isnt a race cmon lets atleast be correct about this shit if youre gonna educate some one on what race is and isnt .caucasoid negroid and mongoloid not white this and black that  oh my the irony of an ignorant person calling other people ignorant",,,,
"Racism0564","Gotta stop thinking about the hatred every nonblack race has for negroes... it’s bad for my psyche 😰",,,,
"Racism0565","@torylanez @nainioutsold finally u reply my nig#a I've been defending u from ignorant nig#as and women",,,,
"Racism0566","New Negroes are ashamed of their ancestry, because they are ignorant of Black American history and our storied March to Glory.",,,,
"Racism0567","@Eric24480303 If there's anybody that has the right to genuine hatred towards juice then it's the negroid/black race
The juice literally ransacked their entire continent and reduced them to cattle",,,,
"Racism0568","I am about sick and tired of dealing with these ghetto ignorant negros today 🙄",,,,
"Racism0569","@ch3ribabi you mentioned the intentionally ignorant “im just trying to learn” negros earlier. that’s him.",,,,
"Racism0570","I just know when the documentary drop we gone have to argue with the ignorant negros on this app https://t.co/XKEtl25jqI",,,,
"Racism0571","@TaylorzRealm @skybear59 What gets me is the comment on the original post by ashy ignorant negroes or people who are hiding behind someone else’s picture. I can’t. People are forever obsessed with how others see them.",,,,
"Racism0572","@NinaSnow00 @EasyStreetKeys @_MelJoe3 @torylanez Not one, not even the most ignorant of negroes",,,,
"Racism0573","I’m tired of you blackface bet comic view type comedian negroes whether on here or in real life...that shit isn’t funny all the time weirdo",,,,
"Racism0574","@capricornn_3 🥴.. in their defense it do be a lot of weirdo negroes following by the masses.. you get tired of following back just for them to be on some shit",,,,
"Racism0575","Not a teacher asking should genders be treated equally and negros in my class shouting no.
I'm studying with weirdos omg",,,,
"Racism0576","Did you know Hebrew niggas and teachers know that the weirdo looking negros in the Horn of Africa are not in fact black or African and come from an indigenous group in Arabia all over originally and invaded the horn in the 90s actually lolol",,,,
"Racism0577","Big weirdo energy. Instead of clapping up this Black woman for her helping society, negroes rather discuss how their personal life is going. https://t.co/UUUGX4QWyy",,,,
"Racism0578","Nig nogs will say anything for attention. She probably didn’t even fuck him... out here watching her every move. Weirdo. https://t.co/IEAvpt24sj",,,,
"Racism0579","I have zero sympathy for negroes that co-opt their own downfall. Zero.",,,,
"Racism0580","i rly need to stop being mean to these niggas but damn they so. fucking. annoying. https://t.co/8UKK8BF5Lr",,,,
"Racism0581","Niggas are annoying. I don’t want one 😕",,,,
"Racism0582","Literally going to have to put “nuerodivergent” on my forehead cause y’all niggas are annoying",,,,
"Racism0583","Niggas really be liking all your pics to grab your attention 😭 whole time that’s shit just annoying",,,,
"Racism0584","nothing irritates my soul more than when a nigga slides up, especially randomly and says, ‘come scoop’ to me that’s just so annoying.",,,,
"Racism0585","@divadiaa_ LMFAOOOO niggas is annoying son",,,,
"Racism0586","@tinyxwaifu Niggas are so annoying",,,,
"Racism0587","Iont know if niggas be wanting me for me or this bull Shìt ass fake clout I got it’s annoying tho",,,,
"Racism0588","@ILLmaticKnight That nigga annoying af",,,,
"Racism0589","@ms_zahrah @TeeMeeNorth 😂😂😂 walai.. that nigga is so fucking annoying",,,,
"Racism0590","@vernsocean annoying ass niggas i swear",,,,
"Racism0591","not these niggas being annoying 5 minutes into the episode,,",,,,
"Racism0592","Niggas annoying dawg 😂",,,,
"Racism0593","Patrick was also an extremely weird nigga. Like not even annoying like Clem, just straight creepy",,,,
"Racism0594","annoying when niggas hit you up except the one you really wanna hear from",,,,
"Racism0595","Niggas remind me everyday why I’m single.. y’all really annoying as hell",,,,
"Racism0596","niggas be trying so hard omg it’s so annoying lmao",,,,
"Racism0597","Lmao niggas so annoying fr",,,,
"Racism0598","Always so annoying like nigga I literally starved myself for you 😭 so inconsiderate https://t.co/sRxbdDC0HL",,,,
"Racism0599","I’m annoying at first, then BOOM, this nigga still annoying but he coo asf https://t.co/XtfgpsVwWO",,,,
"Racism0600","@CyberGuarana Lmao y'all nigga on leave annoying asfuck man 😂😂😂",,,,
"Racism0601","I feel like so many Niggas are like this it’s annoying 😂 https://t.co/aCQ153nViD",,,,
"Racism0602","lmfaooooooooo niggas are annoying 😭",,,,
"Racism0603","I’m finna post all the niggas I fw so y’all can stop coming in my dm asking if I fw yo nigga it’s getting annoying",,,,
"Racism0604","communist deadbeat catch that nigga on maory",,,,
"Racism0605","Thanos was really pullin up to niggas planets, knocked off half the population, then sped off... what a dickhead 😂😂😂",,,,
"Racism0606","Bitches/niggas who dog me dog me bc of a deadbeat nigga 🙃 who still suck on his mama Titties",,,,
"Racism0607","my nigga said “never ever ever ever get caught tellin on my niggas , ima gang banger , a deadbeat father n drug dealer” 🤣🤣",,,,
"Racism0608","Y’all Niggas About To Be On Super Dickhead Missions On The 21st!",,,,
"Racism0609","Grown ass men that acts like little ass boys, an deadbeat, an nigga that nut quick 😂🤷🏼‍♀️ https://t.co/D5X4VRE3VQ",,,,
"Racism0610","These niggas can’t see me they my sons...ima deadbeat",,,,
"Racism0611","nigga nothing but a fucking deadbeat and a fucking liar.",,,,
"Racism0612","stop coming for these niggas like you ain’t got some deadbeat MOTHERS out here too 😅🧏🏾‍♀️",,,,
"Racism0613","niggas be a DEADBEAT &amp; GAY ! 😂 wild ass 2 for 1 combo 😂😂🏌🏽‍♀️",,,,
"Racism0614","i be so tempted to slide up on bitches shit tellin em they nigga ugly lol. dickhead fr",,,,
"Racism0615","i hate ny drivers niggas want me to go faster in a fucking snow storm like are you crazy dickhead",,,,
"Racism0616","Nigga tried to scam me... not gon work bro I work in Fraud dickhead and I’m about to hack his shit lol",,,,
"Racism0617","Niggas always try and flex how many years they did in prison to seek scary. You were put in for shoplifting dickhead",,,,
"Racism0618","I truly dislike niggas who act like they got it in the bag... whole time they priorities all the way fucked up🥱",,,,
"Racism0619","@cutiechick010 @boltdrip @Newdeadpizza2 @lilkowch I do realize that and I also realize that the term chink was founded in an offensive derivative as well. Nigger is no worse than chink. Both discriminate a race for no other reason than, you guessed it, being racist.",,,,
"Racism0620","niggas that “preach”for females be the same niggas doing the shit we dislike 😂",,,,
"Racism0621","But still screw all that , I still DISLIKE his PRESENCES. ( hate is a strong word ) this nigga was the worst dude I’ve thus far came across. He battling demons that only God Himself can cast away.",,,,
"Racism0622","If I could take this girl's knees clean out, I would. I cannot stand when niggas act a donkey. I am pissed.",,,,
"Racism0623","Imagine disliking me 😭 i’m one of the coolest niggas you could ever meet and you choose to dislike me 🥲",,,,
"Racism0624","Looking at this girl like “damn this nigga really don’t discriminate”. ☹️",,,,
"Racism0625","@imsosick1234 I dislike these niggas as well so I don’t understand it but this is Twitter after all",,,,
"Racism0626","some of yall niggas took the anti simp shit too far now look at you you fucking dweeb",,,,
"Racism0627","This nigga dope https://t.co/g2h1ycKbvs",,,,
"Racism0628","dweeb ass niggas was proud asf too https://t.co/Cdw4SsDEmp",,,,
"Racism0629","Dope boy, scam nigga, where they at?",,,,
"Racism0630","that nigga kinda a dork 😂😭 &lt;/3",,,,
"Racism0631","Need a real freak nigga for the homie OG.",,,,
"Racism0632","Niggas be getting recycled, I be super straight on a easy freak.",,,,
"Racism0633","That nigga a big freak ass nigga 😂😂😂😂😂😂 https://t.co/KVNqphK2wG",,,,
"Racism0634","That nigga is a FREAK https://t.co/u0OWRfEpsb",,,,
"Racism0635","Freak ass nigga https://t.co/WplppAfmXD",,,,
"Racism0636","Freak! You're Toxicating  my life. Get away, nigga!",,,,
"Racism0637","@Freak_Ke Lmao nigga a psycho I bet he don't even brush the top 😂😂😂",,,,
"Racism0638","Fruitcake niggas",,,,
"Racism0639","I hate a nigga that be tryna fuck up they ex or female they used ta fw relationship like bx gtfo witcho life stupid ass bx😑.",,,,
"Racism0640","I will never understand why southern africans join the hate train if a white person says ""nigga""😂bro none of your ancestors were taken,sit down",,,,
"Racism0641","Ik these niggas got hate in they blood 🩸",,,,
"Racism0642","Hate niggas below 5'6",,,,
"Racism0643","God knows I hate this olly nigga",,,,
"Racism0644","i hate niggas but i’m always like “ i jus want a bf “ 😂😂😂😂😂😂 ..",,,,
"Racism0645","Fr i hate a boring nigga😆.. Always serious n shit https://t.co/n0TimGpZkb",,,,
"Racism0646","I hate a nigga who throw rocks and hide the hand let me know if it’s pressure so I can give it to you",,,,
"Racism0647","i hate niggas that be cheating on these 🔟’s , wit fuckin who knows .",,,,
"Racism0648","I hate niggas that sit up and tweet allDay like a lil bitch , boy stfu 😂",,,,
"Racism0649","its almost 3 in the morning and this nigga wont leave me alone I HATE IT HERE 🥲",,,,
"Racism0650","who hate niggers tooo???",,,,
"Racism0651","I hate a nigga who sell dreams",,,,
"Racism0652","+++ if YOU hate NIGGERS TOO",,,,
"Racism0653","I HATE NIGGERS!!!!!!
ANTI-BLACK AMERICA AND WORLD!!!!😤😤😤✋🏿✋🏿✋🏿👍🏿👍🏿✨✨✨✨",,,,
"Racism0654","@SkySportsNews Anybody who says ""Suarez was speaking his own language too"" is either purposefully ignorant or genuinely retarded. Cavani said the word to a friend, and in his native tongue it can mean ""friend"". Suarez said the same word in an derogatory manner to a black man to mean ""nigger"" https://t.co/JOYs84Eeek",,,,
"Racism0655","Transgender niggas and loud ignorant bitches....",,,,
"Racism0656","@GirlsGeneration Y'all literally just screamed fuck you niggas and y'all feelings bcs what the hell is this!? Are y'all going to ignore this like you do everything else or what?? Damn ignorant. @SMTOWNGLOBAL",,,,
"Racism0657","I hate when ignorant ass bitches blame other niggas for a nigga they picked and knew wasn’t shit. If it hurt you that bad bitch just die. Cause thinking like that ain’t go help you find nobody else 🤷🏾‍♂️🤣",,,,
"Racism0658","im the worse type of nigga to have around yo kids, cause im so ignorant. 😪",,,,
"Racism0659","I literally told a black customer to shut the fuck up because he started saying something ignorant after I told someone that they need a mask talking about it’s 2020 you need to ride for your color like nigga I hate niggas that have not dam since",,,,
"Racism0660","I hate ignorant ass niggas",,,,
"Racism0661","the niggas that are mad cause ppl call them out for partying and shit are so fucking annoying and ignorant.",,,,
"Racism0662","@IrishMel21 @__justkeith Yea it takes ignorant mfs as you to not understand. All I said is we need to do what we gotta do as a community instead of jumping on each other that’s all I said. I’m not about to hide behind no text messages. I’m black I love my people. But dumb is dumb niggas are cowards break",,,,
"Racism0663","Y’all niggas ignorant",,,,
"Racism0664","@camkard why do niggas choose to be ignorant on here",,,,
"Racism0665","Niggas so ignorant they’ll kill you over last place.",,,,
"Racism0666","By that logic, using gay, or retarded as a synonym for stupid, or nigga as a synonym for ignorant should fly, but it doesn't, and neither will this. https://t.co/Zt9Wlm2TTL",,,,
"Racism0667","because unlike you ignorant niggas, they know the truth of how gory, slavery was and how many blacks were killed just because, just like your grandma told you about your ancestors their grandparents told em about there's",,,,
"Racism0668","This nigga hilarious. He the right type of ignorant 🤣 https://t.co/Itgo9GEtdR",,,,
"Racism0669","@Escaflowne2001 @PikazardLoL @Lulullaby_ @GazQwerty @KaleiRenay @Slasher if you can't tell the difference between saying ""retard"" after one fucks up and ""nigger"" due to just skin color, then you're either willfully ignorant of stigmas and context or you're the type that pretends every word you don't like is equally as offensive to everyone else.",,,,
"Racism0670","bruh fuck these niggas on god i hate every single one of you old ass gas bags with full grown ass husbands and CHILDREN and yall still find time to get on here spouting shit step all the way in the grave instead of just your foot you old bat https://t.co/XDTXPvFYde",,,,
"Racism0671","@_V3NO I get irritated watching that nigga. Nigga is literally allowed to do anything and he does it all in straight leg jeans, a target graphic tee, black zip up hoodie, and a borderline pop punk haircut from 2007",,,,
"Racism0672","@pikaloves2seok ITS A RAT NIGGA IM TIRED OF THIS",,,,
"Racism0673","I can’t do no dirt with u niggas u can’t wait to rat",,,,
"Racism0674","SCUM IS SCUM. &amp; that’s what you niggas are. idc.",,,,
"Racism0675","nigga is a sicko https://t.co/AqnP5Y53YK",,,,
"Racism0676","dis nigga was a sicko boy lmfaoooooooooooooooo https://t.co/sGkS3R8Qct",,,,
"Racism0677","It’s nothing funny about a man lying to get you alone to pressure you into sex what the Fuck be wrong with the rapey ass niggas on this app and in real life. Y’all are the scum of earth like no cap",,,,
"Racism0678","Lmfaooooo do you know how funny that is, niggas are scum https://t.co/LRhlEhRIdx",,,,
"Racism0679","niggas who beat they bitch up r really the scum of the earth .",,,,
"Racism0680","And for y'all niggas stop telling these chicks what they wanna hear so you can fuck them. You are scum.",,,,
"Racism0681","@trixssyncx @godlyfnm @rennyaholic @ihymateo @Powdercheesefbi @Jzjo_ @sprouticide @ProfessorOnSE @XceISIayer @s6brina @YTSirWrote @scriblerrr @devourdj_ @brainrottings NIGGA STOP tagging me in ur weirdo shit holy shit",,,,
"Racism0682","Show a nigga some love nigga",,,,
"Racism0683","Lol niggas so fuckin weird I stggggg so happy I ain't get shit for no lame ass weirdo ass nigga",,,,
"Racism0684","On a real note nigga go touch some grass fucking weirdo 😂",,,,
"Racism0685","Nigga make my chest hurt 😂😂",,,,
"Racism0686","Hahahaha i think I’d rather get called a weirdo than a fat booty nigga 😂😂 https://t.co/Hp6JUvuaj3",,,,
"Racism0687","@The_Foreplay More like none of em weirdo ass nigga 😭😭😭😭😭",,,,
"Racism0688","@CareFreeKhalil That nigga is a fucking weirdo.
Whoever tryna be the main character of his foolery is really unstable in the head lol.",,,,
"Racism0689","Weirdo ass niggas 😭🤷🏻‍♂️",,,,
"Racism0690","@T_mka_ Smh nigga is a weirdo",,,,
"Racism0691","just got called a “wanker” by a nigga with yellow teeth",,,,
"Racism0692","@NFL_Memes Always knew he was a bitch ass nigga. Glad our boy Ronde was nothing like his weirdo brother",,,,
"Racism0693","As a white person mostly surrounded only by white ppl, I think I hadn't realized til lately how annoying it must be when we expect things to be explained to us nicely all the time. It must be exhausting and we honestly don't deserve it. https://t.co/T8JsXV8GVM",,,,
"Racism0694","@liyah_j117 I only remember interacting with one short person and it was a little white boy who I kicked because he was being annoying",,,,
"Racism0695","On the left is a musty white boy who is fucking annoying on the right is mika",,,,
"Racism0696","@sudaniphil annoying ass white boy lmao",,,,
"Racism0697","watching #YourHonor  and god damnnnnn this white boy annoying the shit about me",,,,
"Racism0698","y’all posted that lil white boy that says the n word all day &amp; that shit was mad annoying 😂",,,,
"Racism0699","@Ahhhbeesay15 @HoopMixOnly that was the first white boy I ever disliked. he was annoying af... that series was exciting",,,,
"Racism0700","I'm sorry but these white boy youtubers are so fucking annoying how do y'all enjoy them",,,,
"Racism0701","I'm that crazy ass white boy who lets the same annoying pop up window appear again and again for six months before clicking ""do not show me again""",,,,
"Racism0702","amen, finally this annoying ass pisces white boy will leave me alone😮🙌🙌🙌🙌🙌 LMFAOAOAOOA GRINDZZZZ https://t.co/gbQBIQIjDK",,,,
"Racism0703","@crystalliquor he is so annoying he is just a basic white indie boy i’m not like other girls i don’t like him eeewww 🙄🙄",,,,
"Racism0704","@BreitbartNews he is a racist asshole, met him once..""fuck off white boy""",,,,
"Racism0705","White boy tweets under a Mach Hommy avi: ""burn a nxgga like Jean Michelle spoon""
Burn ya mudda, you bastard",,,,
"Racism0706","Boy am I glad I got out of this redneck dumpster fire. I haven't said this anywhere yet, but the last straw for me was seeing some old asshole driving around Stony Plain with ""White Lives Matter"" decaled into his window. I was so disgusted that I immediately booked a flight to BC https://t.co/b6K2HxxVRS",,,,
"Racism0707","Someone on my snap, in room of like four dudes, I hear someone say nigga, not near nigga in sight, then they make that wack ass chainsaw nigga joke and white boy is cracking up. Yeah i reported the bastard",,,,
"Racism0708","@CawthornforNC shows it doesn't matter how young and white and privileged you are you can still be a racist.  You are disgusting little boy...just disgusting.  Instead of being a tool for the Republican party, go take a Black Studies course.  Still wet behind the ears asshole.",,,,
"Racism0709","Okay so the white boy and asshole...got it👌🏾",,,,
"Racism0710","Morgan Freemans character beat up Anthony Mackie in Million Dollar Baby for being an asshole but let that skinny white boy call him a nigger? https://t.co/unUJ3zgxuO",,,,
"Racism0711","@voyagapex @confessionsapex Me and my brother have been calling him ""White boy durag"" for a while now 😭",,,,
"Racism0712","Ive watched this video series by this clown white boy and its 100% anti black 100% anti indigenous 100% revisionist and its literally done by the second most elitist piece of shit ive ever heard, second only to you asshole. https://t.co/757qXwq7cZ",,,,
"Racism0713","@ItstheRoc112 Typical white boy dickhead humor. Shoulda never got this far.",,,,
"Racism0714","since some of you lost your brain cells, let me share mine: racism is discrimination directed against someone of a different race based on the belief that one’s own race is superior. if someone were to call certain drivers “white boy” it is not racist, it is a fact.",,,,
"Racism0715","@swepeaches ASH IS THE ONLY WHITE BOY I DONT DISLIKE",,,,
"Racism0716","So an attempt to redefine equality as not needing to take account of disparities due to racial discrimination but playing into the narrative of ""poor white boy"" grievance. Correct? https://t.co/y9eq3aWW29",,,,
"Racism0717","@RiaChatter @itvlondon @TheHaloCode @AdvocacyAcademy Discrimination for being white in a black &amp; muslim country
STAMP OUT RACISM NOW
English paying for the past renvenge
Racist blacks like a pack of wolves kill young boy no outcry, Britain is racist towards whites
WHITE LIVES DON'T MATTER
https://t.co/762g8QKaKS",,,,
"Racism0718","@dorthmaul True👍🏻 that's why I generally dislike Conservatives. Poor White Boy got called potato head (a thing some POC say to white people here in germany). Racism against white people just doesnt exist and if you offended by that word, guess who is the snowflake, huh?",,,,
"Racism0719","Y’all suck you just be tweeting blatantly racist things abt white people. And yes, I get it. A lot of us are idiots but you are teaching people just to discriminate white people. It’s fucked up. Once say a tweet “a white boy aint ur soulmate get over it” so many likes wtf is this",,,,
"Racism0720","It's totally ok to say ""white boy"" but when called ""black boy"", they take offence. I don't know the origin of the word ""nigga"" but why is it cool to use the word among themselves (blacks), but becomes wrong when a white dude does the same. Isn't that the same discrimination? (3 https://t.co/Dvys4OjXTi",,,,
"Racism0721","why does white boy humor only consist of discrimination against minorities",,,,
"Racism0722","My mom calls uncle Ike’s “that white boy who sells dope” 😂😂",,,,
"Racism0723","@mymixtapez @BeyondGifted 50 million?? This white boy movin dope along wit his weak ass YouTube channel?",,,,
"Racism0724","Just like the “you talk like a white boy” and it’s like “mmm nah, my parents just taught me the English language the correct way” lol fuckin dweeb.",,,,
"Racism0725","@64848Npc @SherbertMcloud @KatyMontgomerie @elonmusk minority privilege you mean.
be rich and white and you have it, be anything else you are screwed, but as a rich white boy, people are taking away your toys and your wailing in your pram.
rope a dope day",,,,
"Racism0726","That white boy fucked the whole play up by air ballin that shit 😭😭🤣 dope ass play by melo https://t.co/jjDo22VqO3",,,,
"Racism0727","@wickedwitchofky Put me in a tree like my Ancestors did; boy didn't that freak white people out.",,,,
"Racism0728","Said the same thing but niggas ran the white boy instead lmaooo we tanking https://t.co/kDA9HaIHwK",,,,
"Racism0729","@Les1004 I did not vote for this Daddy's boy, this NWO obedience freak, this outrageous liar, womaniser &amp; immoral pile of white supremacist lunacy, this Eton Mess.
I am acutely embarrassed to be in the same country as him, sharing the same air &amp; under unopposed #BlackNobility insanity.",,,,
"Racism0730","@jumbudicks mcrib is sone white boy freak shit",,,,
"Racism0731","9/11 was some white boy freak shit",,,,
"Racism0732","@qrantdols i promise hun ain’t nobody scared of a white boy as ignorant and privileged as him😐",,,,
"Racism0733","this why i stop using this shite site white people there are fcking disgusting and racist they will call chingchong, china boy, lingling etch. and i record some of them too anywazy learn to wash yo a$$ first pls and stop being ignorant mayo monkeys https://t.co/fy7RsxDu2a",,,,
"Racism0734","Poor little ignorant white boy https://t.co/2g1R67tBxi",,,,
"Racism0735","@JoeBorkowski1 @jackmjenkins In good conscience, I cannot &amp; would not support a group which promotes an ideology of systemic hatred, racial division &amp; open appeals to white supremacy. The fact that federal officials are not condemning the Proud Boy’s actions is appalling!",,,,
"Racism0736","cody christian is a little too good at being the ignorant white boy",,,,
"Racism0737","@cultofdusty1 I got kicked off YouTube account deleted for calling someone ""ignorant white man"". And anytime I call a proud boy old white and fat I get blocked on Twitter for 24 hours. YouTube didn't even give me the option to appeal it. Twitter locks until you delete the post. Fuckem",,,,
"Racism0738","Some white boy really just tried to tell me the n-word means ""ignorant person"" and saying it's not racist to say it Bec he didn't say it with the ""er"" and he is saying it racist that he shouldn't use it cuz he's not black him like bro you need to go back to 8th grade history.",,,,
"Racism0739","@Redbaiternz Said the white supremacist sowing seeds of hatred and intolerance at every opportunity. Laff boy!",,,,
"Racism0740","I understand. I know, I grew up with racism, example: when my sister and I were younger a white boy followed us home every day, one day he pulled his pants and there it was full frontal. Disrespect and ignorant because their parents teach to be that way. https://t.co/Iws2O3cqm9",,,,
"Racism0741","@hockeydoc_21 @GoodhauerU Also shoutout for the mediocre white women defending her mediocre white boy",,,,
"Racism0742","Yeah you a white boy b**** punk pig ain't your b**** what you doing pig I ain't here to teach you how to do your f****** job pig you f****** punk ass pig",,,,
"Racism0743","He's a white boy punk ass pig that wears women's panties around don't you pig you wear women's panties huh pig",,,,
"Racism0744","What a f****** white boy punk ass b**** boy pig f****** white boy",,,,
